# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000011600.12	TYROBP	protein_coding	5977	2880	3104	770.3954	221.5154	195.4323
ENSG00000011638.11	TMEM159	protein_coding	291	143	148	13.2993	3.8240	3.3737
ENSG00000011677.13	GABRA3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000012048.23	BRCA1	protein_coding	3698	1890	1819	46.4560	13.3577	11.7849
ENSG00000012061.16	ERCC1	protein_coding	1774	1483	1521	37.2003	10.6964	9.4369
ENSG00000012124.17	CD22	protein_coding	427	207	221	8.0972	2.3282	2.0541
ENSG00000012171.20	SEMA3B	protein_coding	15	6	9	0.3040	0.0874	0.0771
ENSG00000012174.12	MBTPS2	protein_coding	741	362	379	9.6845	2.7846	2.4567
ENSG00000012211.13	PRICKLE3	protein_coding	606	1080	914	19.3778	5.5718	4.9157
ENSG00000012223.13	LTF	protein_coding	193	86	107	5.6563	1.6264	1.4349
ENSG00000012232.9	EXTL3	protein_coding	1588	818	773	14.2302	4.0917	3.6099
ENSG00000012504.15	NR1H4	protein_coding	1	1	0	0.0322	0.0093	0.0082
ENSG00000012660.14	ELOVL5	protein_coding	4074	2051	2023	124.9085	35.9155	31.6865
ENSG00000012779.11	ALOX5	protein_coding	7967	3861	4106	249.7030	71.7983	63.3441
ENSG00000012817.16	KDM5D	protein_coding	7939	4134	3868	98.0787	28.2010	24.8804
ENSG00000012822.16	CALCOCO1	protein_coding	3811	1902	1909	50.0708	14.3971	12.7018
ENSG00000012963.15	UBR7	protein_coding	1753	858	895	58.4031	16.7929	14.8156
ENSG00000012983.11	MAP4K5	protein_coding	2223	1258	1270	34.1053	9.8065	8.6518
ENSG00000013016.16	EHD3	protein_coding	801	391	410	19.4076	5.5804	4.9233
ENSG00000013275.8	PSMC4	protein_coding	1475	755	722	67.6222	19.4437	17.1543
ENSG00000013288.9	MAN2B2	protein_coding	4165	2028	2137	54.8080	15.7592	13.9036
ENSG00000013293.6	SLC7A14	protein_coding	1	1	0	0.0111	0.0032	0.0028
ENSG00000013297.12	CLDN11	protein_coding	3	2	1	0.0812	0.0233	0.0206
ENSG00000013306.16	SLC25A39	protein_coding	2589	1308	1283	85.8396	24.6819	21.7756
ENSG00000013364.19	MVP	protein_coding	2714	1357	1358	51.6664	14.8559	13.1066
ENSG00000013374.16	NUB1	protein_coding	2349	1383	1333	50.7508	14.5926	12.8744
ENSG00000013375.16	PGM3	protein_coding	640	533	506	10.0053	2.8769	2.5381
ENSG00000013392.8	RWDD2A	protein_coding	67	34	33	2.0782	0.5976	0.5272
ENSG00000013441.16	CLK1	protein_coding	3553	1806	1748	80.3420	23.1011	20.3810
ENSG00000013503.10	POLR3B	protein_coding	311	179	173	7.6254	2.1926	1.9344
ENSG00000013523.11	ANGEL1	protein_coding	1998	1149	1144	35.7975	10.2930	9.0810
ENSG00000013561.18	RNF14	protein_coding	743	403	393	17.4141	5.0071	4.4176
ENSG00000013563.14	DNASE1L1	protein_coding	366	704	722	10.3552	2.9775	2.6269
ENSG00000013573.17	DDX11	protein_coding	2619	1291	1329	36.5935	10.5219	9.2830
ENSG00000013583.10	HEBP1	protein_coding	666	343	349	22.7128	6.5307	5.7617
ENSG00000013588.9	GPRC5A	protein_coding	3	1	2	0.0458	0.0132	0.0116
ENSG00000013619.14	MAMLD1	protein_coding	24	12	12	0.4709	0.1354	0.1195
ENSG00000013725.14	CD6	protein_coding	443	241	202	8.6924	2.4994	2.2051
ENSG00000013810.20	TACC3	protein_coding	6213	3035	3193	88.7294	25.5128	22.5087
ENSG00000014123.10	UFL1	protein_coding	1434	730	705	36.9340	10.6198	9.3693
ENSG00000014138.9	POLA2	protein_coding	416	216	239	8.7344	2.5114	2.2157
ENSG00000014164.7	ZC3H3	protein_coding	1470	695	775	46.1844	13.2796	11.7160
ENSG00000014216.16	CAPN1	protein_coding	8832	4206	4733	137.5587	39.5529	34.8956
ENSG00000014257.16	ACP3	protein_coding	592	321	271	16.1702	4.6495	4.1020
ENSG00000014641.21	MDH1	protein_coding	2379	1271	1117	55.7355	16.0259	14.1389
ENSG00000014824.14	SLC30A9	protein_coding	1386	731	655	22.5076	6.4717	5.7097
ENSG00000014914.21	MTMR11	protein_coding	1389	707	682	35.5168	10.2123	9.0098
ENSG00000014919.13	COX15	protein_coding	955	496	503	21.4085	6.1557	5.4309
ENSG00000015133.19	CCDC88C	protein_coding	7676	3720	3956	72.2173	20.7650	18.3199
ENSG00000015153.15	YAF2	protein_coding	650	340	310	7.0107	2.0158	1.7785
ENSG00000015171.20	ZMYND11	protein_coding	2581	1308	1273	56.6639	16.2928	14.3744
ENSG00000015285.11	WAS	protein_coding	5175	2534	2643	256.2430	73.6788	65.0032
ENSG00000015413.9	DPEP1	protein_coding	11	5	6	0.4698	0.1351	0.1192
ENSG00000015475.19	BID	protein_coding	1523	757	766	40.2824	11.5826	10.2188
ENSG00000015479.20	MATR3	protein_coding	466	233	233	4.5158	1.2984	1.1456
ENSG00000015520.15	NPC1L1	protein_coding	6	2	4	0.1332	0.0383	0.0338
ENSG00000015532.10	XYLT2	protein_coding	1384	699	701	29.5684	8.5019	7.5008
ENSG00000015568.13	RGPD5	protein_coding	9	7	2	0.0742	0.0213	0.0188
ENSG00000015592.16	STMN4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000015676.18	NUDCD3	protein_coding	2116	1081	1036	25.0049	7.1898	6.3432
ENSG00000016082.15	ISL1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000016391.11	CHDH	protein_coding	11	3	8	0.1651	0.0475	0.0419
ENSG00000016402.13	IL20RA	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000016490.16	CLCA1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000016602.9	CLCA4	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000016864.18	GLT8D1	protein_coding	1430	733	731	44.1914	12.7066	11.2104
ENSG00000017260.20	ATP2C1	protein_coding	3852	2068	1924	52.9169	15.2154	13.4238
ENSG00000017427.17	IGF1	protein_coding	0	4	3	0.0000	0.0000	0.0000
ENSG00000017483.15	SLC38A5	protein_coding	1035	506	529	30.1140	8.6588	7.6393
ENSG00000017797.13	RALBP1	protein_coding	3231	1642	1610	46.9748	13.5069	11.9165
ENSG00000018189.13	RUFY3	protein_coding	2211	1099	1117	27.4832	7.9024	6.9719
ENSG00000018236.15	CNTN1	protein_coding	2	2	0	0.0312	0.0090	0.0079
ENSG00000018280.17	SLC11A1	protein_coding	6876	3293	3585	92.6518	26.6406	23.5037
ENSG00000018408.15	WWTR1	protein_coding	11	5	6	0.1540	0.0443	0.0391
ENSG00000018510.17	AGPS	protein_coding	3284	1677	1640	43.4348	12.4890	11.0184
ENSG00000018607.7	ZNF806	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000018610.15	CXorf56	protein_coding	488	259	229	22.1039	6.3556	5.6073
ENSG00000018625.15	ATP1A2	protein_coding	3	2	1	0.0557	0.0160	0.0141
ENSG00000018699.13	TTC27	protein_coding	790	374	416	26.8243	7.7129	6.8047
ENSG00000018869.17	ZNF582	protein_coding	124	87	75	4.3273	1.2442	1.0977
ENSG00000019102.12	VSIG2	protein_coding	392	209	185	31.6705	9.1064	8.0341
ENSG00000019144.19	PHLDB1	protein_coding	135	70	79	0.7268	0.2090	0.1844
ENSG00000019169.10	MARCO	protein_coding	691	352	339	38.8563	11.1725	9.8570
ENSG00000019186.10	CYP24A1	protein_coding	1	1	0	0.0293	0.0084	0.0074
ENSG00000019485.13	PRDM11	protein_coding	1023	505	518	8.5793	2.4668	2.1764
ENSG00000019505.8	SYT13	protein_coding	1	1	0	0.0215	0.0062	0.0054
ENSG00000019549.13	SNAI2	protein_coding	3	2	1	0.1069	0.0307	0.0271
ENSG00000019582.15	CD74	protein_coding	115876	56379	59759	2834.0227	814.8799	718.9289
ENSG00000019991.18	HGF	protein_coding	4311	2139	2172	51.6746	14.8583	13.1087
ENSG00000019995.6	ZRANB1	protein_coding	652	758	733	12.7187	3.6571	3.2264
ENSG00000020129.16	NCDN	protein_coding	1214	614	650	28.8640	8.2994	7.3222
ENSG00000020181.18	ADGRA2	protein_coding	874	561	566	14.4235	4.1473	3.6589
ENSG00000020219.9	CCT8L1P	processed_pseudogene	7	4	3	0.4889	0.1406	0.1240
ENSG00000020256.20	ZFP64	protein_coding	758	377	381	13.0508	3.7526	3.3107
ENSG00000020426.11	MNAT1	protein_coding	204	104	100	6.1514	1.7687	1.5605
ENSG00000020577.14	SAMD4A	protein_coding	258	142	116	2.4456	0.7032	0.6204
ENSG00000020633.19	RUNX3	protein_coding	541	272	270	12.8497	3.6947	3.2597
ENSG00000020922.13	MRE11	protein_coding	2831	1446	1385	43.1277	12.4007	10.9405
ENSG00000021300.14	PLEKHB1	protein_coding	73	39	36	1.7300	0.4974	0.4389
ENSG00000021355.13	SERPINB1	protein_coding	16152	8100	8053	619.7144	178.1894	157.2078
ENSG00000021461.17	CYP3A43	protein_coding	4	3	1	0.1773	0.0510	0.0450
ENSG00000021488.13	SLC7A9	protein_coding	13	7	6	0.5850	0.1682	0.1484
ENSG00000021574.13	SPAST	protein_coding	1193	608	585	14.7104	4.2297	3.7317
ENSG00000021645.20	NRXN3	protein_coding	2	0	2	0.0151	0.0043	0.0038
ENSG00000021762.20	OSBPL5	protein_coding	3333	1669	1664	52.1408	14.9923	13.2270
ENSG00000021776.11	AQR	protein_coding	3182	1586	1596	27.6968	7.9638	7.0261
ENSG00000021826.17	CPS1	protein_coding	31	16	15	0.3289	0.0946	0.0834
ENSG00000021852.13	C8B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000022267.19	FHL1	protein_coding	1816	877	939	36.2166	10.4135	9.1874
ENSG00000022277.13	RTF2	protein_coding	1607	824	783	46.2388	13.2953	11.7298
ENSG00000022355.18	GABRA1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000022556.16	NLRP2	protein_coding	1181	579	610	21.8702	6.2884	5.5480
ENSG00000022567.10	SLC45A4	protein_coding	240	117	128	3.2595	0.9372	0.8269
ENSG00000022840.16	RNF10	protein_coding	4324	2174	2265	85.6784	24.6355	21.7347
ENSG00000022976.15	ZNF839	protein_coding	477	328	357	9.9757	2.8684	2.5306
ENSG00000023041.11	ZDHHC6	protein_coding	2032	1125	1126	63.3814	18.2244	16.0785
ENSG00000023171.18	GRAMD1B	protein_coding	1671	822	849	13.0722	3.7587	3.3161
ENSG00000023191.17	RNH1	protein_coding	4776	2388	2390	75.7180	21.7715	19.2080
ENSG00000023228.14	NDUFS1	protein_coding	3104	1655	1605	29.8075	8.5707	7.5615
ENSG00000023287.13	RB1CC1	protein_coding	2153	1084	1069	33.0618	9.5064	8.3870
ENSG00000023318.8	ERP44	protein_coding	2793	1417	1377	67.9116	19.5270	17.2277
ENSG00000023330.15	ALAS1	protein_coding	1219	620	599	56.1943	16.1578	14.2552
ENSG00000023445.16	BIRC3	protein_coding	617	322	321	9.5945	2.7587	2.4339
ENSG00000023516.9	AKAP11	protein_coding	3070	1516	1554	36.1979	10.4082	9.1826
ENSG00000023572.10	GLRX2	protein_coding	427	266	265	8.0385	2.3113	2.0392
ENSG00000023608.5	SNAPC1	protein_coding	104	53	51	4.6889	1.3482	1.1895
ENSG00000023697.13	DERA	protein_coding	1018	500	518	42.3073	12.1648	10.7324
ENSG00000023734.11	STRAP	protein_coding	2207	1156	1052	116.4840	33.4932	29.5494
ENSG00000023839.12	ABCC2	protein_coding	194	92	102	2.8939	0.8321	0.7341
ENSG00000023892.11	DEF6	protein_coding	3786	1877	1910	171.6196	49.3466	43.5361
ENSG00000023902.14	PLEKHO1	protein_coding	5236	2616	2621	92.3399	26.5509	23.4246
ENSG00000023909.10	GCLM	protein_coding	169	92	77	3.6412	1.0470	0.9237
ENSG00000024048.11	UBR2	protein_coding	5053	2546	2507	66.5683	19.1407	16.8869
ENSG00000024422.12	EHD2	protein_coding	1417	674	743	43.0947	12.3912	10.9322
ENSG00000024526.17	DEPDC1	protein_coding	132	79	80	2.6138	0.7515	0.6631
ENSG00000024862.18	CCDC28A	protein_coding	478	236	242	44.8125	12.8851	11.3679
ENSG00000025039.15	RRAGD	protein_coding	1657	851	806	38.0203	10.9322	9.6449
ENSG00000025156.13	HSF2	protein_coding	571	306	265	24.7510	7.1168	6.2788
ENSG00000025293.17	PHF20	protein_coding	2916	1468	1450	40.7189	11.7081	10.3295
ENSG00000025423.11	HSD17B6	protein_coding	16	84	89	0.8233	0.2367	0.2088
ENSG00000025434.19	NR1H3	protein_coding	871	453	462	22.4582	6.4575	5.6971
ENSG00000025708.14	TYMP	protein_coding	2493	1229	1265	80.9576	23.2781	20.5371
ENSG00000025770.19	NCAPH2	protein_coding	1486	819	799	38.9600	11.2024	9.8833
ENSG00000025772.8	TOMM34	protein_coding	1089	551	539	64.5266	18.5536	16.3690
ENSG00000025796.14	SEC63	protein_coding	2687	1483	1424	36.5009	10.4953	9.2595
ENSG00000025800.14	KPNA6	protein_coding	4329	2127	2202	67.8674	19.5142	17.2165
ENSG00000026025.16	VIM	protein_coding	31384	41288	44344	708.8458	203.8178	179.8185
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	226	117	109	2.9056	0.8355	0.7371
ENSG00000026103.22	FAS	protein_coding	1117	675	678	23.4106	6.7314	5.9387
ENSG00000026297.16	RNASET2	protein_coding	3458	1729	1729	27.0536	7.7788	6.8629
ENSG00000026508.20	CD44	protein_coding	28390	14662	15727	332.1626	95.5083	84.2623
ENSG00000026559.14	KCNG1	protein_coding	5	3	4	0.1079	0.0310	0.0274
ENSG00000026652.15	AGPAT4	protein_coding	1014	521	493	8.3171	2.3914	2.1099
ENSG00000026751.17	SLAMF7	protein_coding	715	337	378	17.2953	4.9730	4.3874
ENSG00000026950.17	BTN3A1	protein_coding	2882	1472	1410	60.8276	17.4900	15.4306
ENSG00000027001.10	MIPEP	protein_coding	295	159	143	10.1793	2.9269	2.5823
ENSG00000027075.15	PRKCH	protein_coding	1789	946	877	23.6858	6.8105	6.0086
ENSG00000027644.5	INSRR	protein_coding	9	5	6	0.2023	0.0582	0.0513
ENSG00000027697.15	IFNGR1	protein_coding	3914	1951	1963	139.6737	40.1610	35.4321
ENSG00000027847.14	B4GALT7	protein_coding	1095	517	578	26.2428	7.5457	6.6572
ENSG00000027869.12	SH2D2A	protein_coding	102	49	55	4.7736	1.3726	1.2110
ENSG00000028116.18	VRK2	protein_coding	686	515	602	22.7125	6.5306	5.7616
ENSG00000028137.19	TNFRSF1B	protein_coding	10956	5272	5684	339.0219	97.4806	86.0024
ENSG00000028203.18	VEZT	protein_coding	1910	949	961	25.4724	7.3242	6.4618
ENSG00000028277.21	POU2F2	protein_coding	10144	4836	5316	130.7206	37.5867	33.1609
ENSG00000028310.18	BRD9	protein_coding	2215	1124	1091	27.1177	7.7973	6.8792
ENSG00000028528.15	SNX1	protein_coding	5931	3037	2895	70.8316	20.3666	17.9684
ENSG00000028839.10	TBPL1	protein_coding	361	221	220	8.3753	2.4082	2.1246
ENSG00000029153.14	ARNTL2	protein_coding	748	394	389	12.5227	3.6007	3.1767
ENSG00000029363.17	BCLAF1	protein_coding	5819	3017	2802	71.3603	20.5186	18.1025
ENSG00000029364.12	SLC39A9	protein_coding	2816	1815	1818	46.1205	13.2612	11.6997
ENSG00000029534.21	ANK1	protein_coding	81	43	52	0.8770	0.2522	0.2225
ENSG00000029559.7	IBSP	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000029639.11	TFB1M	protein_coding	326	176	191	9.2706	2.6656	2.3517
ENSG00000029725.17	RABEP1	protein_coding	2373	1760	1701	39.3000	11.3001	9.9695
ENSG00000029993.15	HMGB3	protein_coding	542	267	275	16.1889	4.6549	4.1068
ENSG00000030066.13	NUP160	protein_coding	5978	2984	2994	81.4909	23.4314	20.6724
ENSG00000030110.13	BAK1	protein_coding	1027	647	638	54.2779	15.6068	13.7691
ENSG00000030304.14	MUSK	protein_coding	43	28	17	0.5478	0.1575	0.1390
ENSG00000030419.16	IKZF2	protein_coding	1402	698	704	13.3907	3.8503	3.3969
ENSG00000030582.18	GRN	protein_coding	25325	12458	12876	840.1392	241.5692	213.1247
ENSG00000031003.10	FAM13B	protein_coding	2645	1622	1614	45.4197	13.0597	11.5220
ENSG00000031081.11	ARHGAP31	protein_coding	1523	765	758	18.9938	5.4614	4.8183
ENSG00000031691.7	CENPQ	protein_coding	244	139	105	16.3843	4.7111	4.1563
ENSG00000031698.13	SARS1	protein_coding	2348	1186	1162	71.3162	20.5059	18.0913
ENSG00000031823.14	RANBP3	protein_coding	2569	1281	1305	40.3401	11.5992	10.2334
ENSG00000032219.19	ARID4A	protein_coding	2448	1214	1234	38.4195	11.0469	9.7462
ENSG00000032389.13	EIPR1	protein_coding	769	408	361	15.7087	4.5168	3.9850
ENSG00000032444.17	PNPLA6	protein_coding	4429	2242	2189	72.3052	20.7903	18.3422
ENSG00000032742.18	IFT88	protein_coding	391	205	186	7.5567	2.1728	1.9170
ENSG00000033011.13	ALG1	protein_coding	379	324	354	8.2264	2.3654	2.0869
ENSG00000033030.15	ZCCHC8	protein_coding	1583	787	796	20.2808	5.8314	5.1448
ENSG00000033050.9	ABCF2	protein_coding	416	203	214	9.4287	2.7111	2.3918
ENSG00000033100.16	CHPF2	protein_coding	3296	1710	1650	91.6345	26.3481	23.2456
ENSG00000033122.21	LRRC7	protein_coding	107	56	51	0.4164	0.1197	0.1056
ENSG00000033170.17	FUT8	protein_coding	973	506	511	16.3059	4.6885	4.1364
ENSG00000033178.13	UBA6	protein_coding	2538	1283	1255	26.0088	7.4784	6.5978
ENSG00000033327.13	GAB2	protein_coding	4727	2457	2514	81.5669	23.4533	20.6917
ENSG00000033627.17	ATP6V0A1	protein_coding	3171	1562	1611	33.9291	9.7558	8.6071
ENSG00000033800.14	PIAS1	protein_coding	4512	2914	2850	49.5427	14.2452	12.5679
ENSG00000033867.16	SLC4A7	protein_coding	2174	1106	1068	26.4303	7.5996	6.7048
ENSG00000034053.14	APBA2	protein_coding	120	56	64	2.0423	0.5872	0.5181
ENSG00000034152.19	MAP2K3	protein_coding	2942	1429	1516	91.1095	26.1971	23.1125
ENSG00000034239.11	EFCAB1	protein_coding	1	1	0	0.0201	0.0058	0.0051
ENSG00000034510.6	TMSB10	protein_coding	11660	5998	5968	2956.8912	850.2089	750.0979
ENSG00000034533.12	ASTE1	protein_coding	426	293	275	14.5323	4.1785	3.6865
ENSG00000034677.13	RNF19A	protein_coding	2155	1246	1195	43.0507	12.3786	10.9210
ENSG00000034693.15	PEX3	protein_coding	340	168	174	14.0453	4.0385	3.5630
ENSG00000034713.8	GABARAPL2	protein_coding	1035	532	503	40.1987	11.5585	10.1975
ENSG00000034971.17	MYOC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000035115.22	SH3YL1	protein_coding	858	448	439	9.0106	2.5908	2.2858
ENSG00000035141.8	FAM136A	protein_coding	1187	617	688	44.9669	12.9295	11.4071
ENSG00000035403.18	VCL	protein_coding	9306	4686	4806	108.8801	31.3068	27.6205
ENSG00000035499.13	DEPDC1B	protein_coding	307	163	159	9.4299	2.7114	2.3922
ENSG00000035664.11	DAPK2	protein_coding	256	128	137	2.1986	0.6322	0.5577
ENSG00000035681.9	NSMAF	protein_coding	4198	2164	2034	79.5417	22.8710	20.1780
ENSG00000035687.10	ADSS2	protein_coding	1982	1059	923	67.3375	19.3619	17.0820
ENSG00000035720.8	STAP1	protein_coding	286	159	127	17.1375	4.9276	4.3474
ENSG00000035862.12	TIMP2	protein_coding	7410	4786	4809	153.7858	44.2188	39.0121
ENSG00000035928.16	RFC1	protein_coding	2651	1354	1297	46.1257	13.2627	11.7011
ENSG00000036054.13	TBC1D23	protein_coding	1128	587	541	25.4773	7.3256	6.4630
ENSG00000036257.13	CUL3	protein_coding	2220	1276	1259	22.5582	6.4863	5.7225
ENSG00000036448.10	MYOM2	protein_coding	169	84	85	2.8001	0.8051	0.7103
ENSG00000036473.8	OTC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000036530.9	CYP46A1	protein_coding	46	22	25	0.5747	0.1652	0.1458
ENSG00000036549.13	ZZZ3	protein_coding	2505	1219	1286	32.5100	9.3478	8.2471
ENSG00000036565.15	SLC18A1	protein_coding	4	1	3	0.1196	0.0344	0.0303
ENSG00000036672.16	USP2	protein_coding	7	6	4	0.1809	0.0520	0.0459
ENSG00000036828.17	CASR	protein_coding	5	2	3	0.0486	0.0140	0.0123
ENSG00000037042.9	TUBG2	protein_coding	228	114	114	9.5434	2.7440	2.4209
ENSG00000037241.7	RPL26L1	protein_coding	236	124	115	23.7026	6.8153	6.0128
ENSG00000037280.16	FLT4	protein_coding	2076	1024	1052	27.4172	7.8834	6.9551
ENSG00000037474.15	NSUN2	protein_coding	2753	1500	1508	58.4531	16.8073	14.8283
ENSG00000037637.11	FBXO42	protein_coding	2348	1189	1159	30.4691	8.7609	7.7293
ENSG00000037749.12	MFAP3	protein_coding	755	384	376	11.3232	3.2558	2.8724
ENSG00000037757.14	MRI1	protein_coding	1256	1158	1224	42.3642	12.1812	10.7469
ENSG00000037897.17	METTL1	protein_coding	271	135	141	16.2720	4.6788	4.1278
ENSG00000037965.6	HOXC8	protein_coding	1	0	1	0.0484	0.0139	0.0123
ENSG00000038002.9	AGA	protein_coding	538	281	257	24.1442	6.9423	6.1248
ENSG00000038210.14	PI4K2B	protein_coding	755	402	353	23.9523	6.8871	6.0762
ENSG00000038219.13	BOD1L1	protein_coding	7138	3589	3549	52.6085	15.1268	13.3456
ENSG00000038274.17	MAT2B	protein_coding	2689	1390	1299	61.2193	17.6027	15.5300
ENSG00000038295.8	TLL1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000038358.15	EDC4	protein_coding	4222	2066	2157	80.3873	23.1141	20.3925
ENSG00000038382.20	TRIO	protein_coding	9310	4773	4875	60.9405	17.5225	15.4593
ENSG00000038427.16	VCAN	protein_coding	42930	23037	23763	341.9257	98.3155	86.7390
ENSG00000038532.16	CLEC16A	protein_coding	2935	1429	1508	27.3992	7.8782	6.9506
ENSG00000038945.15	MSR1	protein_coding	687	351	336	10.2809	2.9561	2.6080
ENSG00000039068.19	CDH1	protein_coding	31	20	20	0.5938	0.1707	0.1506
ENSG00000039123.16	MTREX	protein_coding	2491	1407	1329	45.8821	13.1927	11.6393
ENSG00000039139.9	DNAH5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000039319.17	ZFYVE16	protein_coding	1682	972	965	12.6944	3.6501	3.2203
ENSG00000039523.20	RIPOR1	protein_coding	3281	2445	2619	57.0024	16.3902	14.4603
ENSG00000039537.14	C6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000039560.14	RAI14	protein_coding	14	4	10	0.2159	0.0621	0.0548
ENSG00000039600.11	SOX30	protein_coding	10	4	6	0.3351	0.0963	0.0850
ENSG00000039650.12	PNKP	protein_coding	1504	1024	1040	38.6858	11.1235	9.8137
ENSG00000039987.7	BEST2	protein_coding	4	1	5	0.1767	0.0508	0.0448
ENSG00000040199.18	PHLPP2	protein_coding	680	356	389	6.3633	1.8297	1.6142
ENSG00000040275.17	SPDL1	protein_coding	583	274	309	14.2736	4.1041	3.6209
ENSG00000040341.18	STAU2	protein_coding	1448	712	736	18.8845	5.4299	4.7906
ENSG00000040487.13	SLC66A1	protein_coding	982	489	495	42.7409	12.2895	10.8424
ENSG00000040531.16	CTNS	protein_coding	839	521	503	19.8190	5.6987	5.0276
ENSG00000040608.14	RTN4R	protein_coding	817	392	425	30.5542	8.7854	7.7509
ENSG00000040633.13	PHF23	protein_coding	973	485	489	41.6208	11.9674	10.5583
ENSG00000040731.10	CDH10	protein_coding	1	1	0	0.0319	0.0092	0.0081
ENSG00000040933.16	INPP4A	protein_coding	3959	1979	1980	35.0923	10.0902	8.9021
ENSG00000041353.10	RAB27B	protein_coding	851	440	536	13.9065	3.9986	3.5278
ENSG00000041357.16	PSMA4	protein_coding	2857	1471	1386	47.7554	13.7313	12.1145
ENSG00000041515.16	MYO16	protein_coding	50	25	25	0.6630	0.1906	0.1682
ENSG00000041802.11	LSG1	protein_coding	1706	937	885	41.5418	11.9447	10.5382
ENSG00000041880.14	PARP3	protein_coding	375	191	185	14.9726	4.3051	3.7982
ENSG00000041982.16	TNC	protein_coding	210	110	111	2.5470	0.7323	0.6461
ENSG00000041988.15	THAP3	protein_coding	214	451	402	6.1439	1.7666	1.5586
ENSG00000042062.13	RIPOR3	protein_coding	154	76	78	2.9891	0.8595	0.7583
ENSG00000042088.14	TDP1	protein_coding	1251	587	664	23.5015	6.7575	5.9618
ENSG00000042286.15	AIFM2	protein_coding	27	18	10	0.6147	0.1767	0.1559
ENSG00000042304.12	C2orf83	protein_coding	1	0	1	0.0335	0.0096	0.0085
ENSG00000042317.17	SPATA7	protein_coding	226	109	117	3.8447	1.1055	0.9753
ENSG00000042429.12	MED17	protein_coding	372	233	209	2.6182	0.7528	0.6642
ENSG00000042445.14	RETSAT	protein_coding	1310	663	703	37.8235	10.8756	9.5950
ENSG00000042493.16	CAPG	protein_coding	3053	1584	1492	147.5464	42.4247	37.4293
ENSG00000042753.12	AP2S1	protein_coding	1017	519	498	76.3117	21.9423	19.3586
ENSG00000042781.14	USH2A	protein_coding	3	1	2	0.0170	0.0049	0.0043
ENSG00000042813.8	ZPBP	protein_coding	1	1	0	0.0445	0.0128	0.0113
ENSG00000042832.12	TG	protein_coding	34	16	18	0.3571	0.1027	0.0906
ENSG00000042980.13	ADAM28	protein_coding	5900	2938	2962	74.0231	21.2842	18.7780
ENSG00000043039.7	BARX2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000043093.15	DCUN1D1	protein_coding	1242	620	622	17.4789	5.0258	4.4340
ENSG00000043143.20	JADE2	protein_coding	5568	2762	2813	65.9040	18.9497	16.7184
ENSG00000043355.12	ZIC2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000043462.13	LCP2	protein_coding	6659	3465	3770	114.0962	32.8066	28.9437
ENSG00000043514.17	TRIT1	protein_coding	796	387	411	14.2442	4.0957	3.6134
ENSG00000043591.6	ADRB1	protein_coding	425	196	229	16.3492	4.7010	4.1474
